LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Fireplaces,GarageCars,GarageArea,OpenPorchSF,SalePrice
8814,CollgCr,7,5,2006,2006,Gd,No,1334,1604,1604,0,1604,2,Gd,1,2,660,110,220000
12435,CollgCr,7,5,2001,2001,Gd,No,361,963,963,829,1792,2,Gd,1,2,564,96,231500
12702,OldTown,5,5,1956,1956,NA,NA,0,0,882,0,882,1,TA,0,1,308,45,97000
19296,NAmes,6,5,1962,1962,TA,Gd,672,1362,1382,0,1382,1,TA,1,2,884,0,176000
9588,CollgCr,8,5,2007,2007,Ex,No,0,1482,1482,1092,2574,2,Ex,1,3,868,148,276000
8471,Sawyer,6,7,1977,1995,Gd,Av,506,506,1212,0,1212,1,TA,1,2,492,12,151000
5500,OldTown,5,7,1929,2001,TA,No,234,926,926,0,1316,1,TA,0,2,484,0,130000
5232,OldTown,5,5,1925,2004,Fa,No,0,680,764,0,764,1,TA,0,2,504,0,73000
12090,NWAmes,6,6,1981,1981,Gd,No,588,1422,1422,0,1422,2,Gd,1,2,576,0,175500
11207,Gilbert,6,5,1997,1997,Gd,Av,714,802,802,709,1511,2,TA,1,2,413,75,185000
8400,SWISU,5,8,1939,1997,TA,No,378,720,1052,720,2192,2,Gd,1,1,240,24,179500
6900,IDOTRR,5,6,1940,1955,TA,No,403,740,778,0,778,1,TA,1,1,924,25,120500
7917,Edwards,6,7,1976,1976,TA,No,751,1143,1113,0,1113,1,TA,1,1,504,30,148000
10728,Somerst,8,5,2006,2006,Gd,Mn,0,1095,1095,844,1939,2,Gd,1,3,1053,51,266000
39104,ClearCr,7,7,1954,2005,Gd,Gd,226,1385,1363,0,1363,1,TA,2,2,439,0,241500
11764,NoRidge,8,7,1999,2007,Gd,No,524,1152,1164,1106,2270,2,Gd,1,3,671,57,290000
9600,NAmes,6,6,1958,1988,TA,No,620,1240,1632,0,1632,2,TA,1,1,338,0,139000
8314,Mitchel,5,7,1982,1982,TA,Gd,546,816,816,0,816,1,TA,0,1,264,0,124500
7264,BrkSide,7,7,1925,2007,TA,No,0,952,952,596,1548,2,Ex,0,2,672,0,205000
9196,Mitchel,7,5,2003,2003,Ex,No,0,1560,1560,0,1560,2,Gd,0,2,573,150,201000
19138,Gilbert,4,5,1951,1951,TA,No,120,864,864,0,864,1,TA,0,2,400,0,141000
14450,NridgHt,9,5,2006,2007,Ex,Gd,0,2121,2121,0,2121,2,Ex,1,3,732,98,415298
10005,ClearCr,7,5,1977,1977,Gd,No,392,1160,1156,866,2022,2,TA,1,2,505,117,192000
11287,SawyerW,7,6,1989,1989,Gd,Av,421,807,1175,807,1982,2,Gd,1,2,575,84,228500
7200,Somerst,6,5,2006,2006,Gd,No,905,1262,1262,0,1262,2,Gd,0,2,572,120,185000
5063,NridgHt,7,5,2007,2008,Gd,No,904,1314,1314,0,1314,2,Gd,1,2,626,62,207500
9612,Somerst,8,5,2008,2009,Gd,No,0,1468,1468,0,1468,2,Gd,1,3,898,150,244600
8012,SawyerW,6,5,1992,1992,Gd,No,430,1575,1575,0,1575,2,Gd,0,2,529,0,179200
4251,Somerst,7,5,2006,2007,Gd,No,0,625,625,625,1250,2,Gd,0,2,528,54,164700
9786,NAmes,6,7,1962,1981,TA,No,600,912,1085,649,1734,1,Gd,1,2,440,0,159000
8125,NAmes,4,4,1971,1971,TA,No,614,858,858,0,858,1,TA,0,0,0,0,88000
9819,Sawyer,5,5,1967,1967,TA,No,450,882,900,0,900,1,TA,0,1,280,0,122000
8730,BrkSide,6,7,1915,2003,TA,No,0,698,698,698,1396,1,TA,0,1,384,0,153575
15611,CollgCr,8,5,2006,2006,Gd,Av,0,1079,1079,840,1919,2,Gd,1,2,685,51,233230
5687,SWISU,5,6,1912,2000,TA,No,210,780,936,780,1716,2,Fa,0,0,0,184,135900
11409,Edwards,5,4,1949,2008,TA,No,292,768,1148,568,1716,1,TA,1,1,281,0,131000
16659,NWAmes,7,7,1977,1994,TA,No,795,795,1468,795,2263,2,Gd,1,2,539,250,235000
9600,NAmes,6,5,1953,1953,TA,No,1285,1416,1644,0,1644,1,TA,2,2,418,0,167000
7937,Mitchel,6,6,1984,1984,TA,Av,819,1003,1003,0,1003,1,TA,0,2,588,0,142500
13710,IDOTRR,5,5,1950,1950,TA,No,420,910,910,648,1558,1,TA,0,1,282,0,152000
7399,Somerst,7,5,1997,1998,Gd,No,649,975,975,975,1950,2,Gd,1,2,576,10,239000
11700,NWAmes,6,6,1968,1968,TA,No,384,702,1041,702,1743,1,TA,1,2,539,0,175000
14000,Crawfor,6,8,1950,2004,TA,No,0,1092,1152,0,1152,1,Gd,1,1,300,36,158500
15750,Crawfor,5,5,1953,1953,TA,Mn,841,1165,1336,0,1336,1,TA,2,1,375,0,157000
16226,CollgCr,8,5,1998,1999,Gd,No,281,1028,1210,1242,2452,2,Gd,1,2,683,50,267000
13704,CollgCr,7,5,2001,2002,Gd,No,0,1541,1541,0,1541,2,Gd,1,3,843,81,205000
9800,CollgCr,5,7,1972,1972,TA,No,894,894,894,0,894,1,TA,0,2,552,0,149900
18386,OldTown,7,9,1880,2002,TA,No,0,1470,1675,1818,3493,3,Gd,1,3,870,0,295000
10386,CollgCr,8,5,2004,2005,Gd,No,1464,2000,2000,0,2000,2,Gd,0,3,888,0,305900
13474,SawyerW,7,5,1990,1991,Gd,No,700,700,1122,1121,2243,2,Gd,1,3,746,44,225000
7920,IDOTRR,6,7,1920,1950,TA,No,0,319,1035,371,1406,1,Fa,0,0,0,144,89500
12342,Edwards,4,5,1940,1950,TA,No,262,861,861,0,861,1,TA,0,2,539,0,82500
12378,NridgHt,9,5,2003,2004,Ex,Gd,1274,1896,1944,0,1944,2,Ex,3,3,708,175,360000
7685,Gilbert,6,5,1993,1994,Gd,No,518,697,697,804,1501,2,Gd,1,2,420,63,165600
8000,NAmes,6,6,1948,2002,TA,No,680,972,972,0,972,1,TA,1,1,240,0,132000
7800,OldTown,5,7,1939,1950,Gd,Mn,507,793,793,325,1118,1,TA,1,2,410,0,119900
215245,Timber,7,5,1965,1965,Gd,Gd,1236,2136,2036,0,2036,2,TA,2,2,513,0,375000
9600,OldTown,7,7,1925,1990,TA,No,16,728,832,809,1641,1,Ex,1,2,546,0,178000
7795,Gilbert,7,5,2004,2005,Gd,No,425,716,716,716,1432,2,Gd,1,2,432,51,188500
13005,NWAmes,7,7,1980,1980,Gd,No,692,845,1153,1200,2353,2,Ex,1,2,484,195,260000
9000,Somerst,8,5,2006,2006,Gd,Av,0,1088,1088,871,1959,2,Gd,1,3,1025,46,270000
9900,NoRidge,7,5,1993,1993,Gd,Gd,987,1347,1372,1274,2646,2,Gd,1,3,656,60,260000
14115,NWAmes,7,5,1980,1980,Gd,Av,1036,1372,1472,0,1472,2,TA,2,2,588,48,187500
16259,NridgHt,9,5,2006,2006,Ex,Av,0,1249,1249,1347,2596,3,Gd,0,3,840,154,342643
12099,NridgHt,8,5,2004,2004,Ex,Av,970,1136,1136,1332,2468,2,Gd,1,3,872,154,354000
10380,SawyerW,7,5,1986,1987,TA,Gd,28,1502,1553,1177,2730,2,Gd,1,2,576,96,301000
5820,OldTown,3,8,1955,2005,TA,No,256,1162,1163,0,1163,1,TA,0,1,220,98,126175
11275,NAmes,7,7,1967,2007,Gd,No,0,710,1898,1080,2978,2,Gd,1,2,564,0,242000
5000,IDOTRR,5,6,1941,1950,TA,Av,116,720,803,0,803,1,TA,0,2,360,0,87000
10846,Veenker,8,5,1993,1993,Gd,Gd,1619,1719,1719,0,1719,1,Gd,2,2,473,30,324000
11600,NAmes,6,5,1960,1960,TA,No,565,1383,1383,0,1383,1,TA,0,1,292,45,145250
11888,BrkSide,6,6,1916,1994,TA,No,0,844,1445,689,2134,2,Gd,0,2,441,60,214500
6402,IDOTRR,5,5,1920,1950,TA,Mn,0,596,596,596,1192,1,TA,0,1,189,0,78000
10624,NAmes,5,4,1964,1964,TA,No,40,1728,1728,0,1728,2,TA,0,1,352,0,119000
8176,NAmes,5,6,1958,1992,TA,No,846,1056,1056,0,1056,1,TA,0,1,308,0,139000
10655,NridgHt,8,5,2003,2004,Gd,No,1124,3206,1629,0,1629,2,Gd,1,3,880,0,284000
8198,NridgHt,7,5,2004,2004,Gd,Av,720,1358,1358,0,1358,2,Gd,1,2,484,30,207000
9042,Gilbert,6,5,1998,1998,Gd,Gd,828,943,943,695,1638,2,TA,2,2,472,38,192000
164660,Timber,5,6,1965,1965,TA,Gd,1249,1499,1619,167,1786,2,TA,2,2,529,0,228950
14157,StoneBr,9,5,2005,2006,Ex,Gd,1249,1922,1922,0,1922,2,Gd,1,3,676,51,377426
9135,CollgCr,7,5,2002,2003,Gd,Av,810,1536,1536,0,1536,2,Gd,0,2,532,74,214000
14145,NWAmes,7,7,1984,1998,Gd,Mn,213,1208,1621,0,1621,2,Gd,0,2,440,45,202500
12400,NAmes,6,7,1958,1998,TA,No,585,1215,1215,0,1215,1,TA,0,1,297,0,155000
14191,Timber,8,5,2002,2002,Gd,No,0,967,993,915,1908,2,Gd,0,2,431,0,202900
8400,SawyerW,4,4,1950,1950,TA,No,0,721,841,0,841,1,TA,0,1,294,0,82000
8544,NAmes,3,4,1949,1950,NA,NA,0,0,1040,0,1040,2,TA,0,2,400,0,87500
8849,NridgHt,9,5,2005,2005,Ex,No,28,1684,1684,0,1684,2,Ex,1,2,564,72,266000
2592,MeadowV,5,3,1976,1976,Gd,No,129,536,536,576,1112,1,TA,0,1,336,0,85000
6435,BrkSide,6,5,1939,1950,TA,No,0,972,972,605,1577,1,Fa,1,1,312,0,140200
12772,NAmes,6,8,1960,1998,TA,Mn,498,958,958,0,958,1,TA,0,1,301,0,151500
17600,NAmes,6,5,1960,1960,TA,No,1270,1478,1478,0,1478,2,TA,2,2,498,40,157500
2448,NridgHt,7,5,2003,2004,Gd,No,573,764,764,862,1626,2,Gd,0,2,474,27,154000
20431,NridgHt,9,5,2005,2006,Ex,No,1410,1848,1848,880,2728,2,Ex,2,3,706,0,437154
7820,NridgHt,9,5,2007,2007,Ex,No,0,1869,1869,0,1869,2,Ex,1,2,617,54,318061
5271,ClearCr,7,5,1986,1986,Gd,Gd,1082,1453,1453,0,1453,1,Gd,1,2,445,80,190000
9084,Edwards,5,6,1941,1950,TA,Mn,236,616,616,495,1111,1,TA,0,1,200,0,95000
8520,OldTown,6,8,1928,2003,TA,No,0,624,720,0,720,1,TA,0,2,484,0,105900
8400,SWISU,6,5,1940,2000,TA,No,388,940,1192,403,1595,1,TA,2,1,240,0,140000
11249,CollgCr,6,5,1995,1995,Gd,No,334,1200,1200,0,1200,2,Gd,0,2,521,26,177500
9248,Gilbert,6,6,1992,1992,Gd,No,560,1158,1167,0,1167,2,Gd,0,2,400,26,173000
4224,MeadowV,5,5,1976,1976,Gd,No,874,1142,1142,0,1142,1,TA,1,2,528,90,134000
6930,ClearCr,5,4,1958,1958,TA,Av,300,1062,1352,0,1352,1,Gd,0,1,288,0,130000
12011,NoRidge,8,5,1998,1998,Gd,Av,956,1086,1086,838,1924,2,Gd,1,2,592,75,280000
7540,Mitchel,6,6,1978,1978,Gd,Av,773,888,912,0,912,1,TA,1,2,470,0,156000
9144,BrkSide,5,5,1940,1982,TA,No,399,883,988,517,1505,1,TA,0,1,240,0,145000
7301,Edwards,7,5,2003,2003,NA,NA,0,0,495,1427,1922,3,Gd,1,2,672,0,198500
1680,BrDale,6,8,1972,2007,TA,No,162,483,483,504,987,1,Gd,0,1,264,0,118000
18800,NWAmes,6,5,1976,1976,Gd,Mn,712,796,790,784,1574,2,TA,1,2,566,111,190000
10690,IDOTRR,5,7,1920,1997,TA,No,456,672,672,672,1344,1,TA,0,1,468,128,147000
9500,NAmes,6,5,1963,1963,Gd,No,609,1394,1394,0,1394,1,TA,2,2,514,76,159000
9150,NAmes,6,5,1962,1962,Gd,Gd,371,1099,1431,0,1431,1,TA,1,1,296,110,165000
7800,NAmes,5,6,1954,1954,TA,No,540,1268,1268,0,1268,1,TA,1,1,244,98,132000
9830,NAmes,5,7,1959,2006,TA,No,72,1063,1287,0,1287,1,Gd,1,2,576,17,162000
8121,Gilbert,6,5,2000,2000,Gd,No,0,953,953,711,1664,2,TA,1,2,460,40,172400
17120,ClearCr,4,4,1959,1959,NA,NA,0,0,1120,468,1588,2,TA,1,2,680,59,134432
7175,SawyerW,6,5,1984,1984,Gd,No,623,744,752,0,752,1,TA,0,1,264,0,125000
10634,NAmes,5,6,1953,1953,TA,No,428,608,1319,0,1319,1,TA,0,1,270,0,123000
8200,CollgCr,7,5,2003,2004,Gd,No,0,847,847,1081,1928,2,Gd,1,2,434,48,219500
10020,Edwards,1,1,1922,1950,Fa,Gd,350,683,904,0,904,0,Fa,0,0,0,0,61000
8846,CollgCr,5,5,1996,1996,Gd,Av,298,870,914,0,914,1,TA,0,2,576,0,148000
11143,Somerst,8,5,2004,2005,Gd,No,0,1580,1580,886,2466,3,Gd,1,2,610,214,340000
11394,StoneBr,9,2,2010,2010,Ex,Av,1445,1856,1856,0,1856,1,Ex,1,3,834,0,394432
8123,Gilbert,6,5,2000,2000,Gd,No,0,982,1007,793,1800,2,TA,1,2,463,63,179000
5000,SWISU,5,6,1924,1950,TA,No,218,1026,1026,665,1691,2,Gd,1,1,308,0,127000
7200,Somerst,7,5,2006,2006,Gd,No,0,1293,1301,0,1301,2,Gd,1,2,572,121,187750
9245,CollgCr,7,5,2006,2006,Gd,Av,0,939,939,858,1797,2,Gd,0,2,639,53,213500
9000,SawyerW,6,3,1928,1950,Fa,No,0,784,784,0,784,1,TA,0,2,360,0,76000
53107,ClearCr,6,5,1992,1992,Gd,Av,985,1580,1079,874,1953,2,Gd,2,2,501,231,240000
3182,Blmngtn,8,5,2004,2005,Gd,No,24,1256,1269,0,1269,2,Gd,1,2,430,20,192000
8410,Edwards,5,3,1910,1996,TA,No,0,658,658,526,1184,1,TA,0,0,0,151,81000
7200,Edwards,6,6,1976,1976,TA,Av,631,1041,1125,0,1125,1,TA,1,1,352,0,125000
9382,CollgCr,7,5,1999,2000,Gd,No,0,1468,1479,0,1479,2,Gd,0,2,577,25,191000
12474,NridgHt,10,5,2007,2008,Ex,Av,1280,1682,1742,590,2332,2,Ex,1,3,846,134,426000
8405,Edwards,5,8,1900,1950,TA,No,241,861,961,406,1367,1,TA,0,1,384,130,119000
12209,Mitchel,6,5,2001,2002,Ex,No,690,804,804,1157,1961,2,Gd,1,2,560,192,215000
8339,NAmes,5,7,1959,1959,NA,NA,0,0,882,0,882,1,TA,0,1,294,0,106500
7446,BrkSide,4,5,1941,1950,TA,No,266,788,788,0,788,1,TA,2,0,0,0,100000
10134,OldTown,5,6,1940,1950,TA,No,0,735,735,299,1034,1,TA,0,1,240,39,109000
9571,Edwards,5,6,1956,1956,TA,Av,739,1144,1144,0,1144,1,TA,0,1,596,0,129000
7200,CollgCr,5,5,1972,1972,TA,Av,777,894,894,0,894,1,TA,0,2,600,0,123000
7590,NAmes,5,5,1962,1962,TA,No,540,864,876,936,1812,2,TA,1,1,264,168,169500
8967,IDOTRR,5,2,1920,1950,Fa,No,0,961,1077,0,1077,1,TA,0,1,338,0,67000
8125,Somerst,7,5,2006,2007,Gd,No,812,1092,1112,438,1550,2,Gd,0,2,438,168,241000
14963,Veenker,8,5,1996,1996,Gd,No,786,1260,1288,0,1288,1,Ex,2,2,500,30,245500
8767,CollgCr,7,5,2005,2005,Gd,Av,24,1310,1310,0,1310,2,Gd,1,2,400,0,164990
10200,Sawyer,5,8,1940,1997,TA,No,0,672,672,0,672,1,TA,0,1,240,0,108000
12090,NoRidge,8,5,1998,1998,Gd,No,0,1141,1165,1098,2263,2,Gd,1,2,420,123,258000
10364,Gilbert,6,5,1995,1996,Gd,No,0,806,806,766,1572,2,TA,1,2,373,40,168000
9991,Sawyer,4,4,1976,1993,TA,No,1116,1281,1620,0,1620,2,TA,1,2,490,78,150000
10480,SWISU,6,5,1936,1950,TA,No,0,1064,1166,0,1639,1,TA,0,1,240,0,115000
15576,Crawfor,6,7,1915,1976,Gd,No,0,840,840,840,1680,2,TA,0,1,308,0,177000
14154,NridgHt,7,5,2006,2006,Ex,No,0,1063,1071,1101,2172,2,Gd,1,3,947,62,280000
10800,Somerst,8,5,2007,2008,Ex,No,789,1034,1050,1028,2078,2,Ex,1,3,836,102,339750
9571,Edwards,5,3,1958,1958,TA,No,0,1276,1276,0,1276,1,TA,0,1,350,0,60000
34650,Gilbert,5,5,1955,1955,TA,Mn,1056,1056,1056,0,1056,1,TA,0,2,572,0,145000
4403,Somerst,7,5,2009,2009,Ex,Av,578,1470,1478,0,1478,2,Gd,1,2,484,144,222000
8960,OldTown,5,6,1927,1950,TA,No,0,1008,1028,0,1028,1,TA,1,2,360,0,115000
11228,SawyerW,7,5,1993,1993,Gd,No,50,1080,1080,1017,2097,2,Gd,1,3,678,187,228000
8899,Gilbert,7,5,2007,2007,Gd,Av,24,1340,1340,0,1340,2,Gd,0,2,396,30,181134
7844,Sawyer,6,7,1978,1978,TA,No,209,672,672,728,1400,1,TA,1,2,440,0,149500
22420,Crawfor,6,6,1918,1950,Gd,No,1128,1370,1370,1254,2624,2,TA,1,3,864,0,239000
8160,Edwards,5,6,1940,1950,TA,No,312,756,756,378,1134,1,TA,0,1,240,0,126000
8450,NAmes,5,6,1968,1968,TA,No,775,1056,1056,0,1056,1,TA,1,1,304,85,142000
7060,Mitchel,7,5,1997,1998,Gd,Gd,1309,1344,1344,0,1344,2,TA,0,4,784,0,206300
16635,NWAmes,6,7,1977,2000,Gd,No,1246,1602,1602,0,1602,2,Gd,1,2,529,0,215000
21750,Mitchel,5,5,1954,1954,TA,No,0,988,988,0,988,1,TA,0,2,520,0,113000
9200,NoRidge,8,5,1998,1998,Gd,No,986,1470,1470,1160,2630,2,Gd,1,3,696,66,315000
9000,NAmes,6,5,1956,1956,Gd,No,616,1196,1196,0,1196,1,TA,1,1,297,44,139000
3378,OldTown,7,8,1946,1992,TA,No,0,651,707,682,1389,1,TA,2,1,240,0,135000
12800,SawyerW,7,5,1989,1989,Gd,Gd,1518,1518,1644,0,1644,2,Gd,1,2,569,0,275000
8593,NAmes,4,6,1957,1957,TA,No,288,907,907,0,907,1,TA,0,1,352,0,109008
6762,CollgCr,7,5,2007,2007,Gd,No,664,1208,1208,0,1208,2,Gd,0,2,628,54,195400
11457,Timber,6,5,1988,1988,Gd,Mn,1005,1392,1412,0,1412,2,Gd,1,2,576,0,175000
1680,BrDale,6,5,1971,1971,TA,No,387,483,483,504,987,1,TA,0,1,264,0,85400
5586,OldTown,6,7,1920,1998,TA,No,0,901,1088,110,1198,1,TA,0,0,0,98,79900
1920,BrDale,5,5,1971,1971,TA,No,471,765,765,600,1365,1,TA,0,2,440,36,122500
10839,Gilbert,6,5,1997,1998,Gd,No,0,926,926,678,1604,2,TA,1,2,470,36,181000
1890,MeadowV,4,7,1972,1972,Gd,Av,495,630,630,0,630,1,TA,0,0,0,0,81000
10667,CollgCr,7,6,1996,1996,Gd,Av,385,799,827,834,1661,2,Gd,1,2,550,61,212000
4400,OldTown,6,8,1920,1950,Fa,No,0,648,734,384,1118,1,TA,0,2,440,0,116000
6000,BrkSide,6,7,1926,2004,TA,No,0,884,904,0,904,1,TA,0,1,180,0,119000
4280,Crawfor,5,6,1913,2002,TA,No,365,440,694,0,694,1,Gd,1,1,352,0,90350
12354,Edwards,6,8,1920,2000,TA,Mn,0,684,684,512,1196,1,Gd,0,2,528,46,110000
15431,NridgHt,10,5,2008,2008,Ex,Gd,1767,3094,2402,0,2402,2,Ex,2,3,672,72,555000
12108,Edwards,4,4,1955,1955,TA,No,133,1440,1440,0,1440,2,Fa,0,0,0,0,118000
6240,BrkSide,5,7,1930,1992,TA,No,0,1078,1128,445,1573,2,TA,1,2,360,0,162900
3922,Blmngtn,7,5,2006,2007,Ex,Av,0,1258,1258,0,1258,2,Gd,1,3,648,16,172500
8750,CollgCr,7,5,1994,1995,Gd,No,642,915,933,975,1908,2,Gd,1,2,493,133,210000
9855,Edwards,6,5,1956,1956,TA,No,0,1436,1689,0,1689,1,TA,1,2,480,0,127500
16492,NAmes,6,6,1966,2002,TA,No,247,1517,1888,0,1888,2,Gd,1,2,578,0,190000
11214,Gilbert,7,5,1998,1999,Gd,No,0,930,956,930,1886,2,Gd,1,2,431,0,199900
8600,IDOTRR,6,6,1937,1950,TA,No,0,780,780,596,1376,2,TA,1,1,198,0,119500
6000,OldTown,3,7,1948,2002,TA,No,331,649,679,504,1183,1,TA,0,1,308,176,120000
5684,OldTown,6,8,1930,2005,TA,No,0,813,813,0,813,1,Gd,0,1,270,113,110000
70761,ClearCr,7,5,1975,1975,Gd,Gd,655,1533,1533,0,1533,2,Gd,2,2,576,54,280000
9303,Timber,6,5,1996,1997,Ex,No,742,872,888,868,1756,2,TA,0,2,422,122,204000
9000,Somerst,8,5,2008,2008,Gd,No,0,768,786,804,1590,2,Gd,0,2,676,30,210000
9297,Mitchel,5,5,1976,1976,TA,No,1606,1728,1728,0,1728,2,TA,0,2,560,0,188000
9600,NWAmes,7,6,1973,1973,TA,No,916,1242,1242,0,1242,1,TA,1,2,528,0,175500
4571,OldTown,5,5,1916,1950,TA,No,0,624,624,720,1344,1,TA,0,3,513,0,98000
53227,ClearCr,4,6,1954,1994,Gd,Gd,1116,1364,1663,0,1663,1,Gd,2,2,529,137,256000
5100,OldTown,8,7,1925,1996,TA,No,0,588,833,833,1666,1,Gd,1,1,228,63,161000
7015,BrkSide,5,4,1950,1950,TA,No,185,709,979,224,1203,1,Gd,1,1,352,0,110000
8004,Somerst,8,5,2009,2009,Gd,No,544,832,832,1103,1935,2,TA,0,2,552,150,263435
7200,SWISU,7,9,1936,2007,Gd,No,350,560,575,560,1135,1,Gd,0,2,576,0,155000
8281,Sawyer,5,5,1965,1965,TA,No,553,864,864,0,864,1,TA,1,1,360,0,62383
11988,Crawfor,6,7,1934,1995,TA,No,326,715,849,811,1660,1,TA,1,1,240,0,188700
8430,CollgCr,5,5,1978,1978,Gd,No,616,1040,1040,0,1040,2,TA,0,0,0,0,124000
3072,Blmngtn,7,5,2004,2004,Gd,No,0,1375,1414,0,1414,2,Gd,1,2,398,20,178740
10628,NAmes,7,5,1970,1970,TA,Gd,778,1277,1277,0,1277,1,TA,1,2,526,0,167000
9480,NAmes,5,7,1942,1995,TA,No,386,728,888,756,1644,1,Gd,2,1,312,0,146500
11428,NridgHt,8,5,2006,2006,Gd,No,0,1626,1634,0,1634,2,Gd,1,3,866,44,250000
9291,SawyerW,6,5,1993,1993,Gd,No,426,832,832,878,1710,2,Gd,0,2,506,70,187000
6820,StoneBr,8,5,1985,1985,Gd,Av,368,1488,1502,0,1502,1,Gd,0,2,528,54,212000
11952,NWAmes,7,6,1977,1977,Gd,No,0,808,1161,808,1969,2,TA,1,2,534,0,190000
3675,Edwards,6,5,2005,2005,Gd,Gd,459,547,1072,0,1072,1,TA,0,2,525,28,148000
14977,NridgHt,8,5,2006,2007,Ex,Gd,1350,1976,1976,0,1976,2,Gd,1,3,908,63,440000
5330,StoneBr,8,5,2000,2000,Gd,Av,1196,1494,1652,0,1652,2,Ex,0,2,499,48,251000
8480,Sawyer,5,6,1963,1963,TA,No,630,970,970,0,970,1,TA,0,2,624,24,132500
13125,CollgCr,6,5,1997,1998,Gd,Gd,994,1478,1493,0,1493,2,Gd,1,2,508,39,208900
13693,NridgHt,9,5,2006,2006,Gd,Av,0,2153,2069,574,2643,2,Ex,1,3,694,84,380000
10637,CollgCr,8,5,2007,2008,Ex,Gd,1288,1705,1718,0,1718,2,Gd,1,3,826,44,297000
5925,OldTown,4,7,1937,2000,Fa,No,168,907,1131,0,1131,1,TA,0,2,672,72,89471
16033,NridgHt,9,5,2004,2005,Ex,Gd,1261,1833,1850,0,1850,2,Gd,1,3,772,112,326000
11846,NridgHt,9,5,2003,2004,Ex,Gd,1567,1792,1792,0,1792,2,Ex,1,3,874,49,374000
2500,OldTown,7,8,1915,2005,TA,No,299,910,916,910,1826,1,Ex,1,1,164,0,155000
4500,Mitchel,6,5,1998,1998,Ex,No,897,1216,1216,0,1216,2,TA,0,2,402,125,164000
7758,Sawyer,5,7,1962,2001,TA,No,588,999,999,0,999,1,Gd,0,1,264,132,132500
9600,NAmes,5,7,1950,2007,TA,No,607,1113,1113,0,1113,1,Gd,1,1,264,80,147000
10289,NAmes,5,7,1965,1965,TA,No,836,1073,1073,0,1073,1,TA,0,2,515,0,156000
12243,NWAmes,5,6,1971,1971,Gd,Av,998,1484,1484,0,1484,2,TA,1,2,487,0,175000
10800,OldTown,5,4,1900,1970,TA,No,664,954,1766,648,2414,2,TA,1,2,520,0,160000
1526,MeadowV,4,8,1970,2002,Gd,Av,515,630,630,0,630,1,Gd,0,1,286,0,86000
2665,MeadowV,5,6,1976,1976,Gd,Mn,0,264,616,688,1304,1,TA,1,1,336,24,115000
9490,NAmes,6,7,1941,1950,TA,No,403,806,958,620,1578,1,Fa,2,1,240,0,133000
15578,Gilbert,6,5,2006,2006,Gd,No,0,728,728,728,1456,2,TA,0,2,429,0,172785
7931,NAmes,5,6,1960,1960,TA,No,374,1269,1269,0,1269,1,TA,1,1,308,0,155000
5784,OldTown,5,8,1938,1996,Fa,No,0,190,886,0,886,1,TA,0,1,273,20,91300
7879,IDOTRR,4,5,1920,1950,TA,No,495,720,720,0,720,1,TA,0,0,0,523,34900
12692,NoRidge,8,5,1992,1993,Gd,No,1231,3200,3228,0,3228,3,Gd,1,2,546,75,430000
9120,BrkSide,7,6,1925,1950,TA,No,329,1026,1133,687,1820,2,TA,0,1,240,100,184000
7800,Sawyer,5,7,1967,2004,TA,No,450,864,899,0,899,1,Gd,0,1,288,0,130000
7535,NAmes,5,7,1958,1985,TA,No,111,912,912,0,912,1,TA,0,1,297,285,120000
1890,BrDale,6,5,1973,1973,TA,No,356,672,672,546,1218,1,TA,0,1,264,28,113000
9803,Somerst,7,5,2005,2005,Gd,No,400,866,866,902,1768,2,Gd,0,2,603,108,226700
9170,Edwards,5,7,1965,1965,TA,No,698,1214,1214,0,1214,1,TA,0,2,461,0,140000
15602,Crawfor,7,8,1959,1997,TA,No,1247,1501,1801,0,1801,2,TA,2,2,484,54,289000
2308,NPkVill,6,5,1974,1974,TA,No,257,855,855,467,1322,2,TA,1,2,440,0,147000
7596,OldTown,5,5,1952,1952,TA,No,0,960,960,1000,1960,2,TA,0,2,400,0,124500
9554,SawyerW,8,5,1993,1994,Gd,No,380,777,1065,846,1911,2,Gd,1,2,471,81,215000
7862,Somerst,6,5,2009,2009,Gd,No,27,1218,1218,0,1218,2,Gd,0,2,676,102,208300
9600,OldTown,7,9,1928,2005,TA,No,141,689,689,689,1378,2,Gd,1,2,360,0,161000
9600,NAmes,5,6,1959,1959,TA,No,991,1041,1041,0,1041,1,TA,0,1,270,88,124500
14559,NAmes,5,7,1951,2000,TA,No,650,1008,1363,0,1363,1,TA,2,1,288,42,164900
6792,NridgHt,7,5,2005,2006,Gd,No,0,1368,1368,0,1368,2,Gd,1,2,474,35,202665
9100,NAmes,5,5,1958,1958,TA,No,521,864,864,0,864,1,TA,0,2,624,0,129900
9187,Mitchel,6,5,1983,1983,TA,No,336,1084,1080,0,1080,1,TA,0,2,484,0,134000
10594,Crawfor,5,5,1926,1950,TA,No,0,768,789,0,789,1,TA,0,1,200,0,96500
12220,NridgHt,10,5,2009,2009,Ex,No,1436,2006,2020,0,2020,2,Ex,1,3,900,54,402861
10448,NWAmes,6,6,1972,1972,TA,No,0,689,1378,741,2119,2,TA,1,2,583,104,158000
